Name,Pronouns,UFL Email,Phone,Socials,Year,Major,Other Orgs,"Role (0=Big,1=Little)",Preferred Littles,Preferred Bigs,Pairing Requests (Optional),"On/Off Campus (0=On,1=Off)","Has Car (0=No,1=Yes)",Ideal Big/Little,Looking For ACE,Free Time,Hobbies,Favorite Artists/Songs,Icks,Talk for Hours About,Self Description,Best Joke,Favorite Food,"EarlyBird/NightOwl (0=Early,1=Night)",Extroversion (1-5),Good Advice (1-5),Plans Style (1-5),Study Frequency (1-5),Gym Frequency (1-5),Spending Habits (1-5),Friday Night,Additional Info (Optional)
Kaylee Chambers,they/them,tanya595@ufl.edu,+1-307-306-9157x50057,@timothy77,0,Marketing,FSA,1,,2.0,Prefer someone from AAA,0,1,Fun and outgoing,Find a mentor,traveling,music,NewJeans - Indie,Chewing loudly,AI & tech,Democratic process cut your research who north father democratic treatment good rise newspaper people whose cell.,Why did the scarecrow get promoted? He was outstanding in his field.,Italian,1,2,4,2,2,1,3,sleeping early,I love hanging out at Plaza of Americas
Clifford Lopez,he/him,gavin446@ufl.edu,713.038.6946,@christian96,0,Data Science,FSA,1,,5.0,Prefer someone also into K-pop,0,1,Supportive and caring,Find a mentor,traveling,"traveling, reading, painting",Post Malone - Hip-hop,Talking over others,AI & tech,Floor rock professional general American among begin buy.,I only know 25 letters of the alphabet. I don’t know y.,American,1,3,3,2,3,2,5,movie night,
Daniel Richards,he/him,ariel906@ufl.edu,862-509-5595,@lisa30,0,Computer Science,HSA,1,,4.0,Prefer someone from AAA,0,0,Chill and introverted,Find a mentor,gaming,reading,Joji - Pop,Chewing loudly,fashion trends,None evening pass great anyone buy past prevent image him staff.,What do you call fake spaghetti? An impasta!,Italian,0,4,2,2,3,4,3,gaming all night,I love hanging out at Plaza of Americas
Eddie Dickson,she/her,corey702@ufl.edu,6030224346,@patricia97,0,Computer Science,AAA,1,,2.0,Prefer someone also into K-pop,1,0,Shares similar hobbies,Guide underclassmen,cooking,"movies, gym",Drake - Lo-fi,Chewing loudly,movies & TV shows,Throw style consider growth himself town car protect instead can site among fund.,I only know 25 letters of the alphabet. I don’t know y.,Asian,0,3,4,1,2,4,4,studying at Marston,
Kevin Thompson,she/her,jasmine448@ufl.edu,399-326-9832,@lisa87,0,Finance,FSA,1,,5.0,Prefer someone also into K-pop,0,1,Fun and outgoing,Guide underclassmen,gaming,gym,Drake - R&B,Being late,movies & TV shows,Force rest yard rule area say mouth various life east close.,Why did the scarecrow get promoted? He was outstanding in his field.,I would literally eat anything,1,4,3,3,3,4,1,sleeping early,
Philip Baker,they/them,allison195@ufl.edu,5648920120,@noah3,0,Marketing,VSO,1,,4.0,,0,0,Chill and introverted,Network and make friends,reading,gym,Joji - Lo-fi,Bad hygiene,gaming strategies,Myself fear seek nothing fund physical book billion however.,Why don’t skeletons fight each other? They don’t have the guts.,American,0,3,4,1,3,3,4,studying at Marston,Looking for study buddies
Alex Forbes,he/him,pamela556@ufl.edu,001-731-659-8353x984,@brandi64,0,Finance,HSA,1,,3.0,,0,0,Shares similar hobbies,Network and make friends,music,"traveling, movies, painting",Drake - Indie,Being late,fashion trends,Husband military difference team region item against nearly travel president reach.,Why did the scarecrow get promoted? He was outstanding in his field.,Mexican,0,2,3,1,4,3,1,going out,
Jennifer Mitchell,she/her,charles977@ufl.edu,001-354-216-6014x8199,@christopher9,0,Computer Science,FSA,1,,1.0,Prefer someone also into K-pop,0,0,Chill and introverted,Guide underclassmen,music,reading,Post Malone - K-pop,Being late,k-pop gossip,Serve career common seat play skin help word cause court all.,Why don’t skeletons fight each other? They don’t have the guts.,Italian,0,4,2,2,3,5,3,sleeping early,I love hanging out at Plaza of Americas
Amber Jones,they/them,adam622@ufl.edu,1008471194,@jeremy70,0,Finance,CSA,1,,5.0,Prefer someone from AAA,0,1,Fun and outgoing,Network and make friends,traveling,"photography, gym",Taylor Swift - Lo-fi,Chewing loudly,movies & TV shows,Mission look bit occur commercial property size decision just mention contain pattern.,Why don’t skeletons fight each other? They don’t have the guts.,American,0,3,2,1,2,4,3,going out,
Kevin Patel,she/her,john929@ufl.edu,+1-121-648-5021,@benjamin30,0,Marketing,FSA,1,,4.0,Prefer someone from AAA,1,1,Supportive and caring,Find a mentor,cooking,painting,Taylor Swift - Lo-fi,Being late,k-pop gossip,Particularly I trade heart hard sit couple their job be range arm painting.,What do you call fake spaghetti? An impasta!,Greek/Mediterranean,1,4,2,1,2,1,1,dinner with friends,Looking for study buddies
Scott Nixon,they/them,ryan756@ufl.edu,124.814.4346,@michael86,0,Data Science,AAA,1,,2.0,Prefer someone also into K-pop,0,1,Shares similar hobbies,Guide underclassmen,photography,gym,Drake - Pop,Chewing loudly,AI & tech,Head then brother cut her many find minute although win.,I only know 25 letters of the alphabet. I don’t know y.,American,1,4,2,2,2,3,5,movie night,
Glenn Smith,he/him,chris950@ufl.edu,232-352-5076,@vincent61,0,Computer Science,AAA,1,,3.0,,0,1,Shares similar hobbies,Meet new people,cooking,cooking,Joji - Pop,Being late,sports,Value receive light step office blood travel impact increase story night wall real toward in series.,Why did the scarecrow get promoted? He was outstanding in his field.,Asian,0,2,4,1,3,2,1,dinner with friends,
Brent Jennings,they/them,shane532@ufl.edu,953-509-2464x7023,@evan35,0,Data Science,AAA,1,,3.0,,0,0,Shares similar hobbies,Find a mentor,traveling,"painting, photography",NewJeans - EDM,Bad hygiene,gaming strategies,Teach Democrat let spring already when popular sit score skill fall with pressure in despite.,I only know 25 letters of the alphabet. I don’t know y.,Asian,0,2,3,1,2,2,5,sleeping early,
Ricky Smith,she/her,james199@ufl.edu,9668989588,@brandy10,0,Computer Science,CSA,1,,5.0,Prefer someone same major,1,1,Shares similar hobbies,Network and make friends,gym,reading,The Weeknd - K-pop,Being late,gaming strategies,Place sport rest year mention assume stop town expect class.,Why did the scarecrow get promoted? He was outstanding in his field.,Italian,1,2,2,2,4,1,1,gaming all night,
Mr. Cole Mcdonald DVM,they/them,lauren968@ufl.edu,001-619-328-5071x4576,@tiffany18,0,Finance,AAA,1,,1.0,Prefer someone also into K-pop,1,1,Shares similar hobbies,Find a mentor,traveling,photography,SZA - K-pop,Talking over others,gaming strategies,Society these argue training door traditional herself us learn minute doctor treatment.,Why don’t skeletons fight each other? They don’t have the guts.,Greek/Mediterranean,0,4,4,3,3,5,2,movie night,
Kimberly Phillips,they/them,catherine220@ufl.edu,(187)649-1832x1713,@randy91,0,Finance,AAA,1,,4.0,,1,1,Supportive and caring,Meet new people,gaming,painting,SZA - Pop,Overusing emojis,sports,Always show card seem call forward worry discussion relationship painting tonight us article these common have.,Why don’t skeletons fight each other? They don’t have the guts.,Greek/Mediterranean,0,2,3,3,2,4,5,gaming all night,
Madison Benson,he/him,dawn472@ufl.edu,1364166128,@anthony43,0,Data Science,VSO,1,,2.0,Prefer someone same major,1,1,Shares similar hobbies,Network and make friends,gaming,"photography, gym, reading",Drake - Hip-hop,Chewing loudly,fashion trends,Various everything network military author fire nothing standard leave ask.,I only know 25 letters of the alphabet. I don’t know y.,Greek/Mediterranean,1,2,4,3,5,2,3,sleeping early,
Teresa Burns,they/them,james39@ufl.edu,258.294.2120x437,@rachel49,0,Biology,VSO,1,,4.0,,1,1,Chill and introverted,Network and make friends,gaming,"reading, gaming",Joji - Rock,Overusing emojis,fashion trends,Culture finally poor model rise event let far road left.,Why did the scarecrow get promoted? He was outstanding in his field.,Greek/Mediterranean,0,4,2,2,4,4,4,going out,I love hanging out at Plaza of Americas
Cheryl Pratt,she/her,rebecca389@ufl.edu,7836554786,@mark19,0,Marketing,None,1,,1.0,,0,1,Fun and outgoing,Meet new people,movies,"gym, traveling, cooking",SZA - Lo-fi,Overusing emojis,sports,I everybody know sort everyone management statement assume door air soon conference east team.,What do you call fake spaghetti? An impasta!,I would literally eat anything,0,3,3,1,2,1,5,dinner with friends,
Victor Hodges,she/her,amy133@ufl.edu,092-712-4918,@matthew73,0,Mechanical Engineering,AAA,1,,2.0,Prefer someone same major,0,1,Chill and introverted,Network and make friends,movies,"gaming, cooking",The Weeknd - R&B,Chewing loudly,gaming strategies,Quality not however price thus you laugh bring finish sport take forget determine must.,Why don’t skeletons fight each other? They don’t have the guts.,I would literally eat anything,1,2,3,3,2,4,3,dinner with friends,Looking for study buddies
Makayla Rodriguez,she/her,maria290@ufl.edu,345-792-5195x258,@derrick4,0,Computer Science,HSA,1,,4.0,Prefer someone also into K-pop,0,0,Shares similar hobbies,Guide underclassmen,reading,painting,Joji - Rock,Bad hygiene,fashion trends,Good usually window popular though project role than piece tonight.,Why did the scarecrow get promoted? He was outstanding in his field.,American,1,3,4,2,5,1,5,gaming all night,Looking for study buddies
Jacob Harris,he/him,ashley767@ufl.edu,990-173-5661,@james77,0,Finance,CSA,1,,2.0,,1,0,Fun and outgoing,Meet new people,gaming,"reading, photography",SZA - K-pop,Talking over others,AI & tech,Walk phone listen type field east hospital size traditional.,Why don’t skeletons fight each other? They don’t have the guts.,I would literally eat anything,1,2,3,3,2,3,2,studying at Marston,
Chad Velez,they/them,denise855@ufl.edu,812.942.5120x7005,@victoria97,0,Mechanical Engineering,VSO,1,,5.0,Prefer someone also into K-pop,1,0,Chill and introverted,Find a mentor,gym,"painting, photography",The Weeknd - Indie,Overusing emojis,k-pop gossip,Live recent third foot step include wish suggest audience.,Why did the scarecrow get promoted? He was outstanding in his field.,Italian,0,2,4,1,2,3,1,going out,
Nicholas Anderson,she/her,ryan142@ufl.edu,001-182-865-7911,@nichole86,0,Mechanical Engineering,AAA,1,,1.0,Prefer someone same major,1,1,Supportive and caring,Network and make friends,reading,"music, reading, gaming",Taylor Swift - Pop,Bad hygiene,fashion trends,Away condition low suffer young push agent sell.,What do you call fake spaghetti? An impasta!,Greek/Mediterranean,1,3,4,2,5,1,1,studying at Marston,
James Martinez,he/him,kristin2@ufl.edu,5210743571,@ryan81,0,Biology,VSO,1,,5.0,Prefer someone also into K-pop,0,0,Fun and outgoing,Find a mentor,movies,music,The Weeknd - Indie,Chewing loudly,movies & TV shows,Candidate somebody opportunity remain when color boy box over.,What do you call fake spaghetti? An impasta!,Greek/Mediterranean,1,2,2,1,2,1,2,sleeping early,Looking for study buddies
Jeffrey Thompson,they/them,tara237@ufl.edu,803-405-3520,@benjamin69,0,Computer Science,FSA,1,,5.0,Prefer someone same major,1,1,Fun and outgoing,Find a mentor,cooking,"painting, gym",SZA - Indie,Being late,movies & TV shows,Sport green when show pass positive within north after quality add despite coach defense.,What do you call fake spaghetti? An impasta!,Asian,0,3,4,3,3,3,5,dinner with friends,
Amy Harris,they/them,lauren140@ufl.edu,(506)973-8868,@maria44,0,Data Science,AAA,1,,4.0,Prefer someone same major,0,1,Chill and introverted,Find a mentor,photography,painting,Taylor Swift - Rock,Overusing emojis,gaming strategies,Beat in trade option more someone different material break.,Why don’t skeletons fight each other? They don’t have the guts.,Greek/Mediterranean,0,2,2,3,3,5,2,gaming all night,
Russell Allen,they/them,kevin800@ufl.edu,188-322-8653,@jean15,0,Finance,None,1,,4.0,Prefer someone same major,0,0,Supportive and caring,Guide underclassmen,gaming,"gaming, painting",Drake - Hip-hop,Being late,gaming strategies,International tonight sit send vote since police throw opportunity career lay but thousand why single.,What do you call fake spaghetti? An impasta!,Asian,0,3,2,1,2,3,1,studying at Marston,
Faith Harvey,she/her,william455@ufl.edu,(969)737-2416x78956,@dennis41,0,Marketing,None,1,,5.0,Prefer someone from AAA,0,1,Shares similar hobbies,Network and make friends,cooking,"gym, cooking",Taylor Swift - Lo-fi,Talking over others,movies & TV shows,Glass market owner by least necessary star huge catch.,I only know 25 letters of the alphabet. I don’t know y.,Mexican,0,3,3,3,3,4,3,studying at Marston,Looking for study buddies
Cynthia Mora,they/them,lisa543@ufl.edu,4063695548,@david67,0,Computer Science,HSA,1,,5.0,,0,0,Shares similar hobbies,Meet new people,gym,"photography, cooking, reading",SZA - K-pop,Being late,movies & TV shows,In television will himself answer age none white report.,I only know 25 letters of the alphabet. I don’t know y.,Italian,0,3,3,1,5,1,4,sleeping early,
Aaron Johnson,they/them,sharon699@ufl.edu,001-285-920-3040x24522,@mary53,0,Biology,HSA,1,,5.0,Prefer someone from AAA,1,0,Fun and outgoing,Find a mentor,traveling,"music, traveling, reading",Post Malone - EDM,Being late,fashion trends,Approach loss child realize study investment soldier appear ago writer.,Why did the scarecrow get promoted? He was outstanding in his field.,American,1,3,3,1,4,3,1,gaming all night,I love hanging out at Plaza of Americas
Tamara Graves,he/him,sarah179@ufl.edu,+1-172-083-5810x84979,@denise1,0,Marketing,CSA,1,,4.0,Prefer someone from AAA,1,1,Supportive and caring,Guide underclassmen,reading,"gaming, photography",Post Malone - Lo-fi,Overusing emojis,gaming strategies,Almost whatever value one similar heart financial about small few available wait.,Why did the scarecrow get promoted? He was outstanding in his field.,Greek/Mediterranean,1,3,2,1,5,5,5,gaming all night,
Dr. Laura Davis,she/her,justin857@ufl.edu,441-532-7891x4143,@sarah88,0,Mechanical Engineering,CSA,1,,1.0,Prefer someone from AAA,1,1,Chill and introverted,Meet new people,reading,"movies, traveling",Taylor Swift - Pop,Talking over others,k-pop gossip,Institution administration determine staff little owner particular for hour.,What do you call fake spaghetti? An impasta!,Italian,0,2,3,1,5,1,5,going out,Looking for study buddies
Ashley Phillips,he/him,sara262@ufl.edu,710-953-6282x749,@tracy21,0,Marketing,HSA,1,,4.0,Prefer someone from AAA,0,0,Chill and introverted,Network and make friends,painting,"movies, cooking",Post Malone - Pop,Overusing emojis,k-pop gossip,Trial structure beat follow scene analysis themselves family choose among American likely back value sell throw.,Why don’t skeletons fight each other? They don’t have the guts.,I would literally eat anything,0,3,2,2,5,5,4,going out,I love hanging out at Plaza of Americas
Mallory Wallace,she/her,joshua527@ufl.edu,084.594.6499,@jennifer90,0,Marketing,FSA,1,,1.0,Prefer someone also into K-pop,0,0,Supportive and caring,Meet new people,gaming,"photography, reading, gym",Drake - R&B,Chewing loudly,movies & TV shows,Loss floor member time that land speech spend defense perhaps.,Why did the scarecrow get promoted? He was outstanding in his field.,Greek/Mediterranean,0,4,3,3,5,5,2,movie night,I love hanging out at Plaza of Americas
Kristin Payne,she/her,daniel997@ufl.edu,(871)979-3965x9583,@anthony58,0,Data Science,VSO,1,,5.0,,0,0,Chill and introverted,Find a mentor,traveling,photography,Drake - Rock,Talking over others,gaming strategies,Last produce student would live style include experience claim specific family she herself evidence.,What do you call fake spaghetti? An impasta!,I would literally eat anything,0,3,4,2,5,1,1,movie night,Looking for study buddies
Whitney Joseph,he/him,harold770@ufl.edu,+1-746-696-3986x4986,@kristin24,0,Biology,None,1,,5.0,Prefer someone from AAA,0,1,Supportive and caring,Find a mentor,music,painting,NewJeans - EDM,Being late,fashion trends,Big together TV role since everything into camera voice stop begin four.,Why did the scarecrow get promoted? He was outstanding in his field.,American,1,3,3,3,5,5,2,studying at Marston,I love hanging out at Plaza of Americas
Nicole Mckenzie,she/her,jerome536@ufl.edu,043-174-9021,@stephen41,0,Data Science,HSA,1,,1.0,Prefer someone same major,0,1,Fun and outgoing,Find a mentor,gym,"traveling, painting",The Weeknd - Pop,Talking over others,sports,Difficult end direction condition production woman hot production be positive few where expect.,Why did the scarecrow get promoted? He was outstanding in his field.,I would literally eat anything,1,2,2,2,5,4,4,going out,
